#name	ftp_path	organism	assembly_level
Acin_pit_PHEA_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1	Acinetobacter pittii	Complete Genome
Acin_bau_GCF_003949725_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/949/725/GCF_003949725.2_ASM394972v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004028375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/375/GCF_004028375.1_ASM402837v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004101685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/685/GCF_004101685.1_ASM410168v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004101705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/705/GCF_004101705.1_ASM410170v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004101725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/725/GCF_004101725.1_ASM410172v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004101745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/745/GCF_004101745.1_ASM410174v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004136355_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/136/355/GCF_004136355.1_ASM413635v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004194555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/194/555/GCF_004194555.1_ASM419455v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004354125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/125/GCF_004354125.1_ASM435412v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_004354145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/145/GCF_004354145.1_ASM435414v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_004354165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/165/GCF_004354165.1_ASM435416v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_004354185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/185/GCF_004354185.1_ASM435418v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_004564095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/095/GCF_004564095.1_ASM456409v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004564115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/115/GCF_004564115.1_ASM456411v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004758865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/758/865/GCF_004758865.1_ASM475886v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_004768705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/768/705/GCF_004768705.1_ASM476870v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_005280375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/375/GCF_005280375.1_ASM528037v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_005280435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/435/GCF_005280435.1_ASM528043v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_005280675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/675/GCF_005280675.1_ASM528067v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_005280695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/695/GCF_005280695.1_ASM528069v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_005280715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/715/GCF_005280715.1_ASM528071v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_005518095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/518/095/GCF_005518095.1_ASM551809v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_005671375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/671/375/GCF_005671375.1_ASM567137v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_006385075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/075/GCF_006385075.1_ASM638507v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_006843645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/843/645/GCF_006843645.1_ASM684364v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_007107525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/107/525/GCF_007107525.1_ASM710752v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_007221455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/221/455/GCF_007221455.1_ASM722145v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_007647215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/647/215/GCF_007647215.1_ASM764721v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008033255_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/255/GCF_008033255.2_ASM803325v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008124045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/045/GCF_008124045.1_ASM812404v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008244865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/244/865/GCF_008244865.1_ASM824486v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008244885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/244/885/GCF_008244885.1_ASM824488v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008244905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/244/905/GCF_008244905.1_ASM824490v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008630895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/630/895/GCF_008630895.1_ASM863089v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008632635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/632/635/GCF_008632635.1_ASM863263v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008802935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/802/935/GCF_008802935.1_ASM880293v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008807055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/055/GCF_008807055.1_ASM880705v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_008931365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/931/365/GCF_008931365.1_ASM893136v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_009035845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/035/845/GCF_009035845.1_ASM903584v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_009428985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/428/985/GCF_009428985.1_ASM942898v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_009455505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/455/505/GCF_009455505.1_ASM945550v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_009497995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/497/995/GCF_009497995.1_ASM949799v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_009498335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/335/GCF_009498335.1_ASM949833v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_009740145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/145/GCF_009740145.1_ASM974014v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_009759685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/759/685/GCF_009759685.1_ASM975968v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_009833005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/833/005/GCF_009833005.1_ASM983300v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_011067065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/067/065/GCF_011067065.1_ASM1106706v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012272715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/715/GCF_012272715.1_ASM1227271v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012272735_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/735/GCF_012272735.1_ASM1227273v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012272755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/755/GCF_012272755.1_ASM1227275v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012272775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/775/GCF_012272775.1_ASM1227277v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012272795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/795/GCF_012272795.1_ASM1227279v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012931605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/931/605/GCF_012931605.1_ASM1293160v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012931625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/931/625/GCF_012931625.1_ASM1293162v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012931645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/931/645/GCF_012931645.1_ASM1293164v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012931665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/931/665/GCF_012931665.1_ASM1293166v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012934905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/905/GCF_012934905.1_ASM1293490v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012934925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/925/GCF_012934925.1_ASM1293492v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012934945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/945/GCF_012934945.1_ASM1293494v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012934965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/965/GCF_012934965.1_ASM1293496v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012934985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/985/GCF_012934985.1_ASM1293498v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/005/GCF_012935005.1_ASM1293500v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/025/GCF_012935025.1_ASM1293502v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/045/GCF_012935045.1_ASM1293504v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/065/GCF_012935065.1_ASM1293506v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/085/GCF_012935085.1_ASM1293508v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/105/GCF_012935105.1_ASM1293510v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/125/GCF_012935125.1_ASM1293512v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/145/GCF_012935145.1_ASM1293514v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/165/GCF_012935165.1_ASM1293516v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012935185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/185/GCF_012935185.1_ASM1293518v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012974585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/974/585/GCF_012974585.1_ASM1297458v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_012974845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/974/845/GCF_012974845.1_ASM1297484v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013305465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/305/465/GCF_013305465.1_ASM1330546v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013376855_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/376/855/GCF_013376855.2_ASM1337685v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013377175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/377/175/GCF_013377175.1_ASM1337717v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013394265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/265/GCF_013394265.1_ASM1339426v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013394285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/285/GCF_013394285.1_ASM1339428v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013416255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/416/255/GCF_013416255.1_ASM1341625v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013416275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/416/275/GCF_013416275.1_ASM1341627v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_013787185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/787/185/GCF_013787185.1_ASM1378718v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014159355_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/159/355/GCF_014159355.1_ASM1415935v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014169655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/169/655/GCF_014169655.1_ASM1416965v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014267385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/267/385/GCF_014267385.1_ASM1426738v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014322245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/322/245/GCF_014322245.1_ASM1432224v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014672735_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/672/735/GCF_014672735.1_ASM1467273v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014672755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/672/755/GCF_014672755.1_ASM1467275v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014672775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/672/775/GCF_014672775.1_ASM1467277v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014705785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/785/GCF_014705785.1_ASM1470578v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014705805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/805/GCF_014705805.1_ASM1470580v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014705825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/825/GCF_014705825.1_ASM1470582v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014705845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/845/GCF_014705845.1_ASM1470584v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014705865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/865/GCF_014705865.1_ASM1470586v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014705885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/885/GCF_014705885.1_ASM1470588v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_014874575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/874/575/GCF_014874575.1_ASM1487457v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_015571935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/571/935/GCF_015571935.1_ASM1557193v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_015732435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/732/435/GCF_015732435.1_ASM1573243v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_015870765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/870/765/GCF_015870765.1_ASM1587076v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_015870965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/870/965/GCF_015870965.1_ASM1587096v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_015910475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/910/475/GCF_015910475.1_ASM1591047v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016117795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/117/795/GCF_016117795.1_ASM1611779v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_016127515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/515/GCF_016127515.1_ASM1612751v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016350005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/350/005/GCF_016350005.1_ASM1635000v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016350065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/350/065/GCF_016350065.1_ASM1635006v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016350085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/350/085/GCF_016350085.1_ASM1635008v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016350105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/350/105/GCF_016350105.1_ASM1635010v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016864295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/295/GCF_016864295.1_ASM1686429v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016864315_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/315/GCF_016864315.2_ASM1686431v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016864335_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/335/GCF_016864335.2_ASM1686433v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016864915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/915/GCF_016864915.1_ASM1686491v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016865465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/865/465/GCF_016865465.1_ASM1686546v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016903135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/903/135/GCF_016903135.1_ASM1690313v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016903215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/903/215/GCF_016903215.1_ASM1690321v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016919505_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/505/GCF_016919505.2_ASM1691950v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_016919525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/525/GCF_016919525.1_ASM1691952v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017096325_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/096/325/GCF_017096325.2_ASM1709632v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017096345_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/096/345/GCF_017096345.2_ASM1709634v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017096365_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/096/365/GCF_017096365.2_ASM1709636v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017096385_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/096/385/GCF_017096385.2_ASM1709638v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017096405_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/096/405/GCF_017096405.2_ASM1709640v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017096425_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/096/425/GCF_017096425.2_ASM1709642v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017098185_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/098/185/GCF_017098185.2_ASM1709818v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017098205_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/098/205/GCF_017098205.2_ASM1709820v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017098225_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/098/225/GCF_017098225.2_ASM1709822v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017098245_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/098/245/GCF_017098245.2_ASM1709824v2	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017098265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/098/265/GCF_017098265.1_ASM1709826v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017584105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/584/105/GCF_017584105.1_ASM1758410v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_017639875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/875/GCF_017639875.1_ASM1763987v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017723975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/723/975/GCF_017723975.1_ASM1772397v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017724115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/724/115/GCF_017724115.1_ASM1772411v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017724155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/724/155/GCF_017724155.1_ASM1772415v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017724195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/724/195/GCF_017724195.1_ASM1772419v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017724215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/724/215/GCF_017724215.1_ASM1772421v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017726495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/726/495/GCF_017726495.1_ASM1772649v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017726555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/726/555/GCF_017726555.1_ASM1772655v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017726575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/726/575/GCF_017726575.1_ASM1772657v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017742855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/742/855/GCF_017742855.1_ASM1774285v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_017753625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/753/625/GCF_017753625.1_ASM1775362v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_018135585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/135/585/GCF_018135585.1_ASM1813558v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_018454385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/454/385/GCF_018454385.1_ASM1845438v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_018502545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/502/545/GCF_018502545.1_ASM1850254v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_018604365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/604/365/GCF_018604365.1_ASM1860436v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_018808925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/808/925/GCF_018808925.1_ASM1880892v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_018831125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/831/125/GCF_018831125.1_ASM1883112v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_018831465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/831/465/GCF_018831465.1_ASM1883146v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_018831485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/831/485/GCF_018831485.1_ASM1883148v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_019076685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/076/685/GCF_019076685.1_ASM1907668v1	Acinetobacter baumannii	Complete Genome
Acin_bau_GCF_019264785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/264/785/GCF_019264785.1_ASM1926478v1	Acinetobacter baumannii	Chromosome
Acin_bau_GCF_019264805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/264/805/GCF_019264805.1_ASM1926480v1	Acinetobacter baumannii	Chromosome
